1015,1,0
1016,1,0
1017,0,1
1018,0,1
1019,0,1
1020,0,1
1021,1,0
1022,0,1
1023,0,1
1024,0,1
1025,0,1
1026,0,1
1027,0,1
1028,0,1
1029,0,1
1030,1,0
1031,0,1
1032,1,0
1033,0,1
1034,0,1
1035,0,1
1036,1,0
1037,0,1
1038,0,1
1039,0,1
1043,1,0
1044,0,1
1045,1,0
1047,1,0
1048,0,1
1049,0,1
1051,0,1
1052,0,1
1053,0,1
1054,1,0
1055,1,0
1056,1,0
1057,1,0
1058,1,0
1059,0,1
1060,0,1
1062,0,1
1063,1,0
1064,0,1
1065,0,1
1066,1,0
1067,0,1
1068,0,1
1069,0,1
1070,1,0
1071,0,1
1072,0,1
1073,0,1
1074,0,1
1075,0,1
1076,0,1
1077,0,1
1078,0,1
1079,1,0
1081,0,1
1082,1,0
1083,1,0
1085,1,0
1086,1,0
1087,1,0
1088,0,1
1089,0,1
1090,1,0
1091,0,1
1092,1,0
1093,1,0
1094,0,1
1095,0,1
1096,1,0
1097,1,0
1098,0,1
1099,0,1
1100,1,0
1101,1,0
1102,0,1
1103,0,1
1104,0,1
1105,0,1
1106,1,0
1107,0,1
1109,1,0
1110,0,1
1111,0,1
1112,0,1
1113,1,0
1114,1,0
1115,0,1
1116,0,1
1117,1,0
1118,0,1
1119,0,1
1120,0,1
1121,1,0
1122,0,1
1123,1,0
1124,0,1
1125,1,0
1126,0,1
1127,1,0
1128,0,1
1129,0,1
1130,1,0
1131,1,0
1132,0,1
1133,1,0
1134,0,1
1135,1,0
1136,0,1
1137,0,1
1138,1,0
1139,0,1
1140,0,1
1141,1,0
1142,0,1
1143,1,0
1144,1,0
1145,0,1
1146,1,0
1147,0,1
1148,1,0
1149,1,0
1150,0,1
1151,0,1
1152,0,1
1153,0,1
1155,1,0
1157,0,1
1159,0,1
1166,1,0
1167,0,1
1168,1,0
1169,1,0
1171,0,1
1172,0,1
1173,1,0
1174,0,1
1176,0,1
1177,0,1
1178,1,0
1179,1,0
1180,0,1
1181,0,1
1182,1,0
1183,0,1
1184,0,1
1185,0,1
1186,1,0
1187,0,1
1189,1,0
1190,1,0
1191,0,1
1192,0,1
1193,1,0
1194,1,0
1195,1,0
1196,1,0
1197,1,0
1198,0,1
1199,1,0
1200,0,1
1201,1,0
1203,1,0
1204,0,1
1205,0,1
1206,0,1
1207,0,1
1208,0,1
1209,1,0
1210,1,0
1211,0,1
1212,0,1
1213,0,1
1214,0,1
1216,1,0
1217,1,0
1218,1,0
1219,0,1
1222,1,0
1223,1,0
1224,1,0
1226,0,1
1227,0,1
1228,0,1
1229,1,0
1230,0,1
1231,1,0
1232,1,0
1233,1,0
1234,0,1
1235,1,0
1236,0,1
1237,0,1
1238,0,1
1239,0,1
1240,1,0
1241,0,1
1242,0,1
1243,1,0
1244,0,1
1245,1,0
1247,0,1
1248,0,1
1249,1,0
1250,1,0
1251,1,0
1252,1,0
1253,0,1
1254,0,1
1255,0,1
1256,0,1
1257,0,1
1258,1,0
1259,0,1
1260,0,1
1261,0,1
1262,1,0
1263,0,1
1264,0,1
1265,1,0
1266,1,0
1267,0,1
1268,1,0
1269,0,1
1270,0,1
1271,1,0
1272,0,1
1273,0,1
1274,1,0
1275,1,0
1276,1,0
1277,1,0
1278,1,0
1279,0,1
1280,1,0
1281,0,1
1282,1,0
1283,1,0
1284,0,1
1285,0,1
1286,0,1
1287,0,1
1288,0,1
1289,0,1
1290,1,0
1291,1,0
1293,0,1
1294,0,1
1295,0,1
1296,0,1
1297,0,1
1298,0,1
1299,0,1
1300,0,1
1301,1,0
1302,0,1
1303,0,1
1304,0,1
1305,0,1
1306,0,1
1307,1,0
1308,1,0
1309,0,1
1310,1,0
1311,0,1
1312,0,1
1313,0,1
1314,1,0
1315,0,1
1316,1,0
1317,1,0
1318,1,0
1319,0,1
1320,1,0
1321,1,0
1322,0,1
1323,0,1
1324,0,1
1325,1,0
1326,0,1
1327,1,0
1328,0,1
1329,0,1
1330,0,1
1331,0,1
1332,0,1
1333,1,0
1335,0,1
1336,1,0
1338,0,1
1339,1,0
1340,1,0
1341,0,1
1342,0,1
1343,0,1
1345,0,1
1346,1,0
1347,0,1
1348,0,1
1349,1,0
1350,1,0
1351,0,1
1352,1,0
1353,0,1
1354,1,0
1355,0,1
1356,0,1
1357,0,1
1358,1,0
1360,1,0
1362,1,0
1367,0,1
1368,0,1
1369,0,1
1370,0,1
1371,0,1
1372,1,0
1373,1,0
1374,0,1
1375,0,1
1376,0,1
1377,0,1
1378,0,1
1379,0,1
1380,1,0
1381,1,0
1382,0,1
1383,1,0
1384,1,0
1386,0,1
1387,1,0
1388,1,0
1389,1,0
1391,0,1
1392,0,1
1393,0,1
1394,0,1
1395,0,1
1396,0,1
1397,0,1
1398,0,1
1399,0,1
1400,1,0
1401,0,1
1402,0,1
1403,0,1
1404,0,1
1405,0,1
1406,1,0
1407,0,1
1408,0,1
1409,0,1
1410,0,1
1411,1,0
1412,1,0
1413,0,1
1414,0,1
1415,0,1
1416,0,1
1417,0,1
1418,1,0
1419,0,1
1420,0,1
1422,0,1
1423,0,1
1425,0,1
1426,0,1
1427,0,1
1428,1,0
1429,1,0
1430,0,1
1431,0,1
1432,1,0
1434,0,1
1435,0,1
1436,0,1
1437,0,1
1438,0,1
1439,0,1
1440,0,1
1441,0,1
1442,0,1
1443,0,1
1444,1,0
1445,1,0
1446,1,0
1447,0,1
1448,0,1
1449,0,1
1450,1,0
1451,1,0
1452,0,1
1453,1,0
1454,0,1
1455,0,1
1456,0,1
1457,0,1
1459,0,1
1460,0,1
1461,0,1
1462,0,1
1463,0,1
1464,0,1
1465,0,1
1466,0,1
1467,0,1
1468,0,1
1469,1,0
1470,1,0
1471,0,1
1472,0,1
1473,0,1
1474,0,1
1475,1,0
1476,1,0
1477,1,0
1478,0,1
1479,0,1
1480,1,0
1481,0,1
1484,1,0
1485,0,1
1486,1,0
1487,0,1
1488,0,1
1489,1,0
1492,0,1
1493,0,1
1494,0,1
1495,0,1
1496,0,1
1497,0,1
1499,0,1
1500,0,1
1501,0,1
1502,1,0
1503,0,1
1504,1,0
1505,1,0
1506,1,0
1508,1,0
1509,0,1
1510,1,0
1511,0,1
1512,1,0
1513,0,1
1514,1,0
1515,1,0
1516,0,1
1517,0,1
1518,0,1
1519,1,0
1520,1,0
1521,0,1
1522,0,1
1523,0,1
1524,0,1
1525,1,0
1526,1,0
1527,0,1
1528,0,1
1529,0,1
1530,1,0
1531,0,1
1532,0,1
1534,0,1
1542,0,1
1543,1,0
1544,1,0
1546,0,1
1547,0,1
1548,1,0
1549,1,0
1550,0,1
1551,0,1
1552,0,1
1553,0,1
1555,0,1
1556,1,0
1557,1,0
1558,0,1
1559,0,1
1561,0,1
1562,1,0
1564,0,1
1565,0,1
1566,0,1
1567,1,0
1568,1,0
1569,0,1
1570,0,1
1571,1,0
1572,1,0
1573,1,0
1574,1,0
1575,0,1
1576,0,1
1577,1,0
1578,0,1
1579,1,0
1580,0,1
1581,0,1
1582,0,1
1583,0,1
1584,1,0
1586,0,1
1588,0,1
1589,0,1
1590,0,1
1591,0,1
1592,0,1
1593,0,1
1594,1,0
1596,0,1
1597,0,1
1599,0,1
1600,0,1
1601,0,1
1602,1,0
1604,1,0
1605,0,1
1606,0,1
1607,1,0
1608,1,0
1609,1,0
1610,1,0
1611,0,1
1612,1,0
1613,1,0
1614,0,1
1615,0,1
1616,1,0
1617,0,1
1618,0,1
1619,0,1
1620,0,1
1621,1,0
1622,1,0
1623,1,0
1624,1,0
1625,0,1
1626,0,1
1627,1,0
1628,1,0
1629,0,1
1632,1,0
1634,0,1
1636,0,1
1637,1,0
1638,1,0
1639,0,1
1640,1,0
1641,0,1
1642,0,1
1643,0,1
1644,0,1
1645,0,1
1646,0,1
1647,1,0
1648,1,0
1649,0,1
1650,0,1
1651,0,1
1652,0,1
1653,1,0
1654,0,1
1655,0,1
1656,1,0
1657,1,0
1658,1,0
1659,1,0
1660,1,0
1661,1,0
1663,1,0
1664,1,0
1665,0,1
1666,0,1
1667,1,0
1668,1,0
1669,1,0
1671,0,1
1672,0,1
1673,0,1
1674,1,0
1675,1,0
1676,0,1
1677,0,1
1678,0,1
1679,0,1
1681,0,1
1682,1,0
1683,0,1
1684,0,1
1685,0,1
1686,1,0
1687,1,0
1688,0,1
1689,1,0
1690,1,0
1691,1,0
1692,1,0
1693,0,1
1696,0,1
1697,1,0
1698,1,0
1699,0,1
1700,1,0
1701,1,0
1702,0,1
1703,1,0
1704,0,1
1705,0,1
1706,0,1
1707,1,0
1708,0,1
1709,1,0
1710,0,1
1713,0,1
1714,0,1
1715,0,1
1716,0,1
1718,0,1
1719,0,1
1720,0,1
1722,0,1
1723,0,1
1725,0,1
1726,0,1
1727,0,1
1728,1,0
1729,1,0
1730,0,1
1731,0,1
1732,1,0
1733,0,1
1734,0,1
1735,0,1
1736,0,1
1737,1,0
1738,0,1
1739,0,1
1740,0,1
1741,0,1
1742,1,0
1743,1,0
1744,0,1
1745,1,0
1746,1,0
1747,1,0
1748,0,1
1749,0,1
